discordUser,member_days_since_join,events_attended_year,distinct_event_days_year,attendance_streak_weeks,n_gbm_year,gbm_ratio,n_social_year,social_ratio,n_hello_world_year,hello_world_ratio,n_sponsorship_year,sponsorship_ratio,n_tech_exploration_year,tech_exploration_ratio,n_class_support_year,class_support_ratio,n_workshop_year,workshop_ratio,n_ops_year,ops_ratio,n_collabs_year,collabs_ratio,feedback_count_year,avg_event_rating_given,left_any_feedback,has_gone_to_hackathon,discord_member,discord_days_since_join,has_role_ops,discord_msgs_year,discord_active_days_year,discord_channels_posted_year,discord_num_roles,class,major,school,gender,race_or_ethnicity,y_paid_dues
rockettships,75,2,5,2,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,1,1,309,1,2,2,2,17,Sophomore,Computer Science,University of Central Florida,Woman,Prefer not to answer,1
aleksandrekalandia_20880,75,1,2,1,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,0,1,54,0,0,0,0,0,Freshman,Computer Science,University of Central Florida,Man,White,1
oclafed,75,0,3,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,429,0,2,1,1,4,Senior,Computer Engineering,University of Central Florida,Man,White,1
cyrex9230,75,1,7,3,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,1,1,76,0,2,2,2,7,Sophomore,Computer Engineering,University of Central Florida,Man,Asian,1
laurenn_catt,70,2,2,1,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,1,1,75,0,1,1,1,4,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,1
ant1304,290,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,492,0,0,0,0,9,Senior,Computer Science,University of Central Florida,Man,Asian,1
diegex06,44,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,27,0,3,1,3,8,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
darealpop,75,1,6,3,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,1,1,85,1,8,4,2,10,Sophomore,Computer Science,University of Central Florida,Man,White,1
mehmood09,54,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,1,1,278,1,154,44,6,10,Junior,Computer Science,University of Central Florida,Man,Asian,1
izzykun,67,4,5,2,0,,2,0.5,0,,0,,0,,0,,0,,1,0.25,1,0.25,0,,0,0,1,105,1,2,2,2,10,Sophomore,Computer Science,University of Central Florida,Man,Black or African American,1
realstr1ke,54,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,144,0,4,1,2,2,Sophomore,Computer Science,University of Central Florida,Man,Black or African American,1
kosta284,75,0,3,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,116,0,7,7,4,5,Junior,Computer Science,University of Central Florida,Man,White,1
bcool66,43,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,0,1,249,1,1,1,1,7,Senior,Computer Science,University of Central Florida,Man,White,1
_fank,275,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,926,0,0,0,0,3,Senior,Computer Science,University of Central Florida,Man,White,1
antaivax,75,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,1,1,178,0,1,1,1,2,Sophomore,Computer Science,University of Central Florida,Man,White,1
knoxo_,70,2,5,2,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,0,1,85,0,1,1,1,9,Freshman,Computer Science,University of Central Florida,Man,Prefer not to answer,1
leonlet10,74,3,8,3,0,,1,0.3333333333333333,1,0.3333333333333333,0,,0,,0,,0,,1,0.3333333333333333,0,,0,,0,1,1,444,0,0,0,0,8,High School,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
hair7379,54,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,306,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
kiara625,76,2,4,2,1,0.5,0,,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,0,1,448,1,20,5,2,12,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,1
iamsobored2209,74,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,75,0,1,1,1,1,Freshman,Computer Science,University of Central Florida,Man,White,1
.wabbledee.,54,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,53,0,6,3,3,1,Freshman,Computer Science,University of Central Florida,Man,White,1
realmistake,43,3,3,2,0,,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,1,0.3333333333333333,0,,0,1,1,459,1,2,1,1,9,Sophomore,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
babydravidian,43,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,429,0,4,2,1,9,Junior,Computer Science,University of Central Florida,Man,Asian,1
6foot2fishgod,74,3,8,3,0,,1,0.3333333333333333,1,0.3333333333333333,0,,0,,0,,0,,1,0.3333333333333333,0,,0,,0,1,1,444,1,0,0,0,7,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
itzashng,70,7,11,6,1,0.14285714285714285,0,,2,0.2857142857142857,2,0.2857142857142857,0,,0,,0,,0,,2,0.2857142857142857,0,,0,1,1,88,0,153,10,8,6,High School,Digital Media,University of Central Florida,Woman,Asian,1
ywrd10,41,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,40,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
devilus._,96,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,103,0,1,1,1,1,Senior,Information Technology,University of Central Florida,Man,Other,1
cookingwithkentucky,155,1,2,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,210,0,420,95,10,15,Senior,Computer Science,University of Central Florida,Man,White,1
ballinyouup,84,2,2,2,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,1,1,141,0,3,2,2,2,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
yolanda07989,40,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,68,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Woman,Black or African American,1
.mraxolotl,84,5,5,2,1,0.2,0,,2,0.4,1,0.2,0,,0,,0,,0,,1,0.2,0,,0,0,1,84,0,1,1,1,1,Freshman,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,1
id411,308,2,2,1,1,0.5,0,,0,,0,,0,,1,0.5,0,,0,,0,,0,,0,0,1,552,0,0,0,0,11,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
elijahcarty,76,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,84,0,1,1,1,1,Freshman,Computer Science,University of Central Florida,Man,Black or African American,0
nKharisma,309,0,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1177,0,5,1,1,10,Senior,Computer Science,University of Central Florida,Woman,Black or African American,0
jooson,308,3,3,1,0,,0,,0,,0,,1,0.3333333333333333,2,0.6666666666666666,0,,0,,0,,0,,0,1,1,418,0,0,0,0,2,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
0_za,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
ashi2578,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Woman,Asian,0
littlespoon7670,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,1,1,807,1,4,4,1,14,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
swagginthebagg,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,631,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
audiodelta,307,2,2,1,1,0.5,0,,0,,0,,1,0.5,0,,0,,0,,0,,0,,0,0,1,1524,0,6,5,2,13,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
kzapas,309,2,5,2,0,,0,,0,,0,,0,,1,0.5,0,,1,0.5,0,,0,,0,0,1,449,0,2,2,2,13,Sophomore,Computer Science,University of Central Florida,Man,White,0
jxmal8652,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,448,0,5,2,1,0,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
bobakillur,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,806,0,0,0,0,2,Senior,Computer Science,University of Central Florida,Woman,Middle Eastern,0
rnieblesealo,308,3,8,2,2,0.6666666666666666,0,,0,,0,,1,0.3333333333333333,0,,0,,0,,0,,0,,0,0,1,416,1,488,28,5,20,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
kpem,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,449,0,1,1,1,10,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
thegoataboveall,70,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,31,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Black or African American,0
zenith110,28,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,113,1,2732,205,21,5,Alumni,Information Technology,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
sean.json,309,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,1350,0,244,55,4,15,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
westinspace,39,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,39,0,3,2,2,2,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
algaebucket,306,2,4,2,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,469,0,12,8,3,11,High School,Computer Science,University of Central Florida,Man,Other,0
the_goat_shamu,307,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,791,1,0,0,0,14,Senior,Computer Science,University of Central Florida,Man,White,0
matchaenthusiast3,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,319,1,1,1,1,12,Senior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
.j.z,307,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,304,0,10,6,3,3,Junior,Computer Science,University of Central Florida,Man,Asian,0
warrenthewarden,54,2,2,2,0,,0,,1,0.5,0,,0,,0,,0,,0,,1,0.5,0,,0,0,1,59,0,2,2,2,1,Senior,Information Technology,University of Central Florida,Prefer not to answer,Prefer not to answer,0
sage069,308,4,4,1,0,,0,,1,0.25,0,,0,,3,0.75,0,,0,,0,,0,,0,1,1,399,0,0,0,0,10,Junior,Computer Science,University of Central Florida,Woman,Asian,0
devsamuelv,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,942,0,0,0,0,1,Senior,Computer Science,Brevard College,Man,Hispanic / Latino / Spanish Origin,0
melandromos,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
kyrids_,76,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,76,0,4,2,3,1,Senior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
yoyomaan1,308,1,3,3,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Man,White,0
havoc0505,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,307,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
Tyorrty,308,5,9,5,1,0.2,0,,0,,0,,0,,2,0.4,0,,2,0.4,0,,0,,0,0,1,657,0,32,3,2,8,Junior,Computer Science,University of Central Florida,Man,White,0
nate210023,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
miguelvillan,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,433,0,0,0,0,2,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
fer155,308,6,9,2,0,,0,,1,0.16666666666666666,1,0.16666666666666666,0,,3,0.5,0,,1,0.16666666666666666,0,,0,,0,0,1,449,0,7,2,1,4,High School,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
lizazz,309,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,407,0,0,0,0,1,Junior,Computer Science,University of Central Florida,Woman,Middle Eastern,0
jakaroo14,309,2,2,2,0,,0,,1,0.5,0,,0,,0,,0,,1,0.5,0,,0,,0,1,1,794,0,0,0,0,6,Senior,Computer Science,University of Central Florida,Man,White,0
dz337,28,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,803,1,1,1,1,8,Junior,Information Technology,University of Central Florida,Prefer not to answer,Prefer not to answer,0
rosie._99,54,4,4,2,1,0.25,0,,2,0.5,1,0.25,0,,0,,0,,0,,0,,0,,0,1,1,224,0,1,1,1,8,Sophomore,Computer Science,University of Central Florida,Woman,Asian,0
zhiyan114,309,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,785,0,11,8,3,4,Junior,Computer Science,University of Central Florida,Man,Other,0
klaw_dstg,306,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
glitteryvictory,307,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,497,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
biodaddy0687,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,317,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Man,Other,0
slainey,308,3,2,1,1,0.3333333333333333,0,,0,,0,,0,,1,0.3333333333333333,0,,1,0.3333333333333333,0,,0,,0,0,1,670,1,37,19,3,12,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
cheese0299,306,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Alumni,Computer Science,University of Central Florida,Man,White,0
ameena_81748,307,1,2,2,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,438,1,1,1,1,13,High School,Computer Science,University of Central Florida,Woman,Asian,0
kat016819,308,3,10,8,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,389,0,222,31,5,4,Senior,Computer Science,University of Central Florida,Woman,White,0
shadyy._,307,2,1,1,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,0,1,462,0,5,3,2,5,Sophomore,Computer Science,University of Central Florida,Man,Asian,0
li415173,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Woman,Asian,0
hi.its.abigail,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,446,0,0,0,0,1,Junior,Computer Science,University of Central Florida,Woman,White,0
only.bananas,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,741,0,0,0,0,9,Senior,Computer Science,University of Central Florida,Woman,White,0
user25915229289,299,1,5,2,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,301,0,86,10,5,7,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
talentedbus,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,1168,0,17,5,2,3,Junior,Computer Science,University of Central Florida,Man,Asian,0
cmrang,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,672,0,0,0,0,3,Senior,Computer Science,University of Central Florida,Man,White,0
almondmilk7768,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,162,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Man,Asian,0
e_t00ms,64,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,794,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Man,White,0
reese.o,308,1,3,2,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,301,0,2,2,2,6,Junior,Computer Science,University of Central Florida,Woman,Asian,0
jeremyrivera7065,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
jac1283,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,661,0,7,2,1,1,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
aloooo33,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,1,1,415,0,0,0,0,2,Junior,Computer Science,University of Central Florida,Woman,Other,0
.diatomic,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Man,White,0
toyhead.,307,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
mongrel1,306,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,304,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
makayla2222,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,621,0,0,0,0,2,Junior,Computer Science,University of Central Florida,Woman,Black or African American,0
isaiahwill_11520,298,1,3,2,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,493,0,3,3,2,4,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
nicole_baez,308,2,2,1,0,,0,,0,,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,1,1,799,0,0,0,0,5,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
omnimage,292,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,308,0,1,1,1,2,Senior,Computer Science,Liberty University,Man,White,0
slex_23305,307,2,3,2,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Man,White,0
phantajade,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,511,0,0,0,0,2,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
lawabidingcitizen1491,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,304,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
.syngraf.,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,813,0,0,0,0,0,High School,Computer Science,University of Central Florida,Man,Black or African American,0
scrubbyjoe,306,8,7,3,1,0.125,0,,1,0.125,0,,2,0.25,2,0.25,0,,2,0.25,0,,0,,0,0,1,438,1,11,5,2,5,Junior,Computer Science,University of Central Florida,Prefer not to answer,White,0
senor_gabriel,308,2,2,1,1,0.5,0,,0,,0,,0,,1,0.5,0,,0,,0,,0,,0,0,1,304,0,1,1,1,6,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
.jesuschristo,70,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,1,1,431,0,0,0,0,2,Sophomore,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
tgnautica,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,411,0,12,1,1,2,Junior,Computer Science,University of Central Florida,Man,White,0
krispy____,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,431,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
thebackdimple,28,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,34,0,1,1,1,2,Senior,Computer Engineering,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
momo.05,309,2,3,1,0,,0,,0,,0,,0,,0,,0,,2,1,0,,0,,0,1,1,20,0,149,23,9,16,Senior,Computer Science,University of Central Florida,Man,Middle Eastern,0
ice975,307,4,4,2,0,,0,,0,,0,,0,,0,,0,,4,1,0,,0,,0,1,1,438,1,4,3,2,6,Sophomore,Computer Science,University of Central Florida,Man,White,0
mahishah9929,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,707,0,0,0,0,7,Junior,Computer Science,University of Central Florida,Woman,Asian,0
.psylynx,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,154,0,1,1,1,3,Junior,Computer Science,University of Central Florida,Man,Asian,0
georgea06165_51304,306,2,5,2,0,,0,,0,,0,,0,,1,0.5,0,,1,0.5,0,,0,,0,0,1,319,0,1,1,1,3,Senior,Computer Science,University of Central Florida,Man,Other,0
farva_mo,308,4,4,2,0,,0,,0,,1,0.25,0,,3,0.75,0,,0,,0,,0,,0,0,1,357,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Middle Eastern,0
dzvidbarr,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,432,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Man,Asian,0
Tecchi,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,354,0,2,1,2,1,Alumni,Computer Science,Valencia College,Man,Hispanic / Latino / Spanish Origin,0
avilends,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,312,0,11,5,4,5,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
womancow,307,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,430,0,21,4,2,7,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
themilkman1394,306,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,449,0,2,1,1,1,Junior,Computer Science,University of Central Florida,Woman,White,0
vtgit,306,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Man,White,0
yawnsue,308,3,6,2,0,,0,,0,,0,,0,,2,0.6666666666666666,0,,1,0.3333333333333333,0,,0,,0,0,1,399,0,0,0,0,2,Senior,Computer Science,University of Central Florida,Man,Asian,0
.magaroni,298,1,3,3,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,0,1,302,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Prefer not to answer,Black or African American,0
mikayla8831,70,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,1,1,75,0,1,1,1,12,Sophomore,Computer Science,University of Central Florida,Woman,White,0
frytat,84,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,83,0,1,1,1,16,Freshman,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
jinga._.,292,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,1,1,449,0,3,1,1,9,Sophomore,Computer Science,University of Central Florida,Prefer to self-describe,Black or African American,0
despair7x,83,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,85,0,3,2,3,4,High School,Computer Science,University of Central Florida,Man,White,0
itscentric,309,0,3,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,628,0,4,3,1,16,Sophomore,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
renblas,298,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,790,0,0,0,0,11,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
chandh,308,1,2,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,206,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Man,Other,0
eugenechevski,309,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,810,0,0,0,0,13,Senior,Computer Science,University of Central Florida,Man,White,0
jcgom3,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
sophiv9,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
sivram101,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,853,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Asian,0
humbertxxx,28,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,77,1,3,3,2,10,Junior,Finance,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
matty_yeet,309,3,2,1,1,0.3333333333333333,0,,0,,1,0.3333333333333333,0,,0,,0,,1,0.3333333333333333,0,,0,,0,0,1,929,0,3,2,2,7,Senior,Computer Science,University of Central Florida,Man,White,0
jewlzt,309,1,1,1,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,0,1,811,0,1,1,1,14,Senior,Computer Science,University of Central Florida,Woman,Black or African American,0
sunyoid,308,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Man,Black or African American,0
romantmanuel,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,778,0,0,0,0,2,Senior,Computer Science,University of Central Florida,Man,Asian,0
lenkb,308,10,11,3,1,0.1,0,,1,0.1,1,0.1,2,0.2,3,0.3,0,,2,0.2,0,,0,,0,0,1,438,1,69,27,2,28,Senior,Computer Science,University of Central Florida,Man,Asian,0
mokkemaya,309,2,5,4,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,1,1,430,0,0,0,0,5,Sophomore,Computer Science,University of Central Florida,Woman,Asian,0
kta9690,298,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,402,0,1,1,1,3,Senior,Computer Science,University of Central Florida,Woman,Other,0
encryptstar,309,5,5,1,2,0.4,0,,0,,0,,0,,0,,1,0.2,1,0.2,1,0.2,0,,0,1,1,419,0,0,0,0,10,Sophomore,Computer Science,University of Central Florida,Man,White,0
.jaquees,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,300,0,1,1,1,5,Senior,Computer Science,University of Central Florida,Man,White,0
