member_days_since_join,events_attended_year,distinct_event_days_year,attendance_streak_weeks,n_workshops_year,n_socials_year,workshop_ratio,social_ratio,feedback_count_year,avg_event_rating_given,left_any_feedback,has_gone_to_hackathon,discord_member,discord_days_since_join,has_role_ops,discord_msgs_year,discord_active_days_year,discord_channels_posted_year,discord_num_roles,y_paid_dues,n_other_events,other_ratio,school_grouped,major_grouped,level_grouped,tenure_years,is_discord_active
294,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,293.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,1
294,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8054794520547945,0
293,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,726.0,0,0,0,0,8,0,0,0.0,UCF,Tech,Undergraduate,0.8027397260273973,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1177.0,0,0,0,0,11,0,0,0.0,UCF,Tech,Undergraduate,0.8,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,449.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Grad/Other,0.8,0
292,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,391.0,0,0,0,0,10,0,0,0.0,UCF,Tech,Undergraduate,0.8,0
298,5,5,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,725.0,0,2,2,2,11,0,5,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
294,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,419.0,0,0,0,0,1,0,1,1.0,UCF,Tech,Undergraduate,0.8054794520547945,0
292,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,291.0,0,4,3,2,9,0,1,1.0,UCF,Tech,Grad/Other,0.8,1
28,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,48.0,0,1,1,1,3,0,0,0.0,Other,Tech,Grad/Other,0.07671232876712329,1
82,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,81.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Grad/Other,0.22465753424657534,1
286,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,285.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7835616438356164,1
27,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,47.0,0,2,2,2,2,0,0,0.0,UCF,Other,Undergraduate,0.07397260273972603,1
285,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,307.0,0,1,1,1,1,0,2,1.0,UCF,Tech,Undergraduate,0.7808219178082192,1
295,3,3,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,438.0,0,0,0,0,5,0,3,1.0,UCF,Tech,Undergraduate,0.8082191780821918,0
295,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,313.0,0,2,1,2,2,0,1,1.0,Other,Tech,Grad/Other,0.8082191780821918,1
56,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,220.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.15342465753424658,1
294,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1525.0,1,0,0,0,15,0,2,1.0,UCF,Tech,Grad/Other,0.8054794520547945,0
298,5,5,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,449.0,0,18,8,1,6,0,5,1.0,UCF,Tech,Undergraduate,0.8164383561643835,1
291,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1468.0,0,0,0,0,6,0,0,0.0,UCF,Tech,Undergraduate,0.7972602739726027,0
76,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,84.0,0,2,2,2,1,0,1,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
291,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,427.0,0,2,2,2,3,0,0,0.0,UCF,Tech,Undergraduate,0.7972602739726027,1
291,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Grad/Other,0.7972602739726027,0
291,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,884.0,0,0,0,0,5,0,0,0.0,UCF,Tech,Grad/Other,0.7972602739726027,0
289,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,550.0,0,18,4,2,14,0,2,1.0,UCF,Tech,Undergraduate,0.7917808219178082,1
292,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,407.0,0,0,0,0,2,0,1,1.0,UCF,Tech,Undergraduate,0.8,0
290,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,796.0,0,1,1,1,14,0,1,1.0,UCF,Tech,Undergraduate,0.7945205479452054,1
289,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,777.0,0,0,0,0,12,0,0,0.0,UCF,Tech,Undergraduate,0.7917808219178082,0
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,150.0,0,1,1,1,3,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
286,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,490.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.7835616438356164,0
292,6,5,2,1,0,0.16666666666666666,0.0,0,9.084256095825644,0,1,1,766.0,0,9,8,4,14,0,5,0.8333333333333334,UCF,Tech,Undergraduate,0.8,1
64,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,63.0,0,1,1,1,2,0,2,1.0,UCF,Tech,Undergraduate,0.17534246575342466,1
82,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,449.0,0,0,0,0,4,0,0,0.0,UCF,Tech,Undergraduate,0.22465753424657534,0
298,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1267.0,1,87,15,4,10,0,0,0.0,UCF,Tech,Grad/Other,0.8164383561643835,1
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,284.0,0,2,2,2,1,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,1
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,789.0,0,6,3,1,3,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,1
291,5,5,3,0,0,0.0,0.0,0,9.084256095825644,0,1,1,447.0,0,8,4,2,18,0,5,1.0,UCF,Tech,Undergraduate,0.7972602739726027,1
308,8,7,4,2,0,0.25,0.0,0,9.084256095825644,0,0,1,1021.0,0,3,1,1,17,0,6,0.75,UCF,Tech,Undergraduate,0.8438356164383561,1
291,4,3,1,1,0,0.25,0.0,0,9.084256095825644,0,0,1,1582.0,0,0,0,0,17,0,3,0.75,UCF,Tech,Undergraduate,0.7972602739726027,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,279.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
307,5,5,2,0,0,0.0,0.0,0,9.084256095825644,0,0,1,477.0,0,3,2,2,3,0,5,1.0,UCF,Tech,Undergraduate,0.8410958904109589,1
288,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7890410958904109,0
288,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1154.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.7890410958904109,0
289,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,358.0,0,1,1,1,2,0,1,1.0,UCF,Tech,Undergraduate,0.7917808219178082,1
288,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1232.0,0,62,17,3,14,0,1,1.0,UCF,Tech,Undergraduate,0.7890410958904109,1
287,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,552.0,0,2,1,1,7,0,0,0.0,UCF,Tech,Undergraduate,0.7863013698630137,1
287,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1529.0,1,73,29,6,26,0,0,0.0,Other,Tech,Grad/Other,0.7863013698630137,1
287,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,286.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7863013698630137,1
286,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,286.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7835616438356164,1
286,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,506.0,0,0,0,0,11,0,0,0.0,UCF,Tech,Undergraduate,0.7835616438356164,0
308,5,5,1,2,0,0.4,0.0,0,9.084256095825644,0,1,1,599.0,1,12,2,2,12,0,3,0.6,UCF,Tech,Undergraduate,0.8438356164383561,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,69.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
70,5,5,4,4,0,0.8,0.0,0,9.084256095825644,0,1,1,74.0,0,1,1,1,3,0,1,0.2,UCF,Tech,Undergraduate,0.1917808219178082,1
308,12,11,7,4,0,0.3333333333333333,0.0,0,9.084256095825644,0,1,1,793.0,1,1,1,1,19,0,8,0.6666666666666666,UCF,Tech,Undergraduate,0.8438356164383561,1
289,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,562.0,0,33,12,4,6,0,1,1.0,UCF,Tech,Undergraduate,0.7917808219178082,1
76,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,75.0,0,1,1,1,4,0,1,1.0,UCF,Tech,Undergraduate,0.20821917808219179,1
271,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1061.0,1,9,3,3,10,0,0,0.0,UCF,Tech,Undergraduate,0.7424657534246575,1
287,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,426.0,0,0,0,0,9,0,2,1.0,UCF,Tech,Undergraduate,0.7863013698630137,0
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,74.0,0,2,1,1,4,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,1
289,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,317.0,0,1,1,1,2,0,1,1.0,UCF,Tech,Undergraduate,0.7917808219178082,1
287,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,0,-1.0,0,0,0,0,0,0,2,1.0,UCF,Tech,Undergraduate,0.7863013698630137,0
289,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,430.0,0,0,0,0,3,0,1,1.0,Other,Tech,Undergraduate,0.7917808219178082,0
287,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,449.0,0,0,0,0,6,0,0,0.0,UCF,Tech,Undergraduate,0.7863013698630137,0
259,4,4,1,2,0,0.5,0.0,0,9.084256095825644,0,1,1,272.0,0,99,23,3,12,0,2,0.5,UCF,Tech,Undergraduate,0.7095890410958904,1
70,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,78.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
64,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,795.0,0,0,0,0,4,0,0,0.0,UCF,Tech,Undergraduate,0.17534246575342466,0
27,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Other,Undergraduate,0.07397260273972603,0
259,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,1158.0,0,3,1,1,9,0,0,0.0,UCF,Tech,Undergraduate,0.7095890410958904,1
259,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7095890410958904,0
286,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,291.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7835616438356164,1
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,794.0,0,0,0,0,13,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,1541.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,895.0,0,33,12,3,8,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,1
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,284.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,1
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,0
285,10,9,5,1,1,0.1,0.1,8,10.0,1,1,1,284.0,1,31,17,5,12,0,8,0.8,UCF,Tech,Undergraduate,0.7808219178082192,1
27,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,21.0,0,2,1,2,2,0,0,0.0,UCF,Tech,Undergraduate,0.07397260273972603,1
285,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,2,1.0,Other,Tech,Undergraduate,0.7808219178082192,0
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,287.0,0,1,1,1,1,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,1
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1687.0,0,209,32,3,27,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,1
286,3,3,1,2,0,0.6666666666666666,0.0,0,9.084256095825644,0,1,1,421.0,0,0,0,0,5,0,1,0.3333333333333333,UCF,Tech,Undergraduate,0.7835616438356164,0
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,284.0,0,1,1,1,1,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,1
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,500.0,0,0,0,0,3,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,0
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1033.0,0,0,0,0,1,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,0
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,284.0,0,1,1,1,1,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,1
286,3,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,3,1.0,UCF,Tech,Undergraduate,0.7835616438356164,0
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,284.0,0,1,1,1,1,0,1,1.0,UCF,Tech,Grad/Other,0.7808219178082192,1
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,298.0,0,1,1,1,1,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,1
70,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,455.0,1,10,2,1,17,0,0,0.0,UCF,Tech,Undergraduate,0.1917808219178082,1
56,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,1,1,83.0,0,1,1,1,2,0,0,0.0,UCF,Tech,Undergraduate,0.15342465753424658,1
230,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.6301369863013698,0
230,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,229.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.6301369863013698,1
56,2,2,2,2,0,1.0,0.0,0,9.084256095825644,0,0,1,66.0,0,6,2,2,1,0,0,0.0,UCF,Tech,Undergraduate,0.15342465753424658,1
229,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.6273972602739726,0
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,789.0,0,0,0,0,2,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,0
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,1,1,726.0,0,0,0,0,10,0,0,0.0,UCF,Tech,Grad/Other,0.8438356164383561,0
285,2,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,780.0,0,10,4,1,6,0,2,1.0,UCF,Tech,Grad/Other,0.7808219178082192,1
285,6,5,2,3,0,0.5,0.0,0,9.084256095825644,0,1,1,1167.0,0,0,0,0,3,0,3,0.5,UCF,Tech,Undergraduate,0.7808219178082192,0
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,453.0,0,0,0,0,1,0,1,1.0,UCF,Tech,Grad/Other,0.7808219178082192,0
283,4,4,3,2,0,0.5,0.0,0,9.084256095825644,0,0,1,283.0,0,20,7,3,9,0,2,0.5,UCF,Tech,Undergraduate,0.7753424657534247,1
285,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,284.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7808219178082192,1
284,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,433.0,0,15,9,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7780821917808219,1
282,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,1,1,299.0,0,34,5,3,7,0,1,1.0,UCF,Tech,Undergraduate,0.7726027397260274,1
285,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,805.0,0,0,0,0,1,0,1,1.0,UCF,Tech,Undergraduate,0.7808219178082192,0
278,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,277.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Grad/Other,0.7616438356164383,1
281,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,280.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Grad/Other,0.7698630136986301,1
280,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,280.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Grad/Other,0.7671232876712328,1
285,3,3,1,2,0,0.6666666666666666,0.0,0,9.084256095825644,0,0,1,437.0,0,1,1,1,1,0,1,0.3333333333333333,UCF,Tech,Undergraduate,0.7808219178082192,1
285,5,4,2,1,0,0.2,0.0,0,9.084256095825644,0,1,1,1596.0,0,83,15,2,18,0,4,0.8,UCF,Tech,Undergraduate,0.7808219178082192,1
70,3,3,1,2,0,0.6666666666666666,0.0,0,9.084256095825644,0,1,1,146.0,0,56,10,4,12,0,1,0.3333333333333333,UCF,Tech,Undergraduate,0.1917808219178082,1
283,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,410.0,1,0,0,0,8,0,0,0.0,UCF,Tech,Grad/Other,0.7753424657534247,0
308,13,12,4,1,0,0.07692307692307693,0.0,0,9.084256095825644,0,0,1,441.0,1,119,34,10,20,0,12,0.9230769230769231,UCF,Tech,Undergraduate,0.8438356164383561,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,1,564.0,0,5,3,2,9,0,0,0.0,UCF,Tech,Grad/Other,0.8438356164383561,1
81,1,1,1,0,1,0.0,1.0,0,9.084256095825644,0,0,1,792.0,0,2,1,1,12,0,0,0.0,UCF,Tech,Undergraduate,0.2219178082191781,1
308,3,3,2,2,0,0.6666666666666666,0.0,0,9.084256095825644,0,1,1,314.0,0,1,1,1,3,0,1,0.3333333333333333,UCF,Tech,Undergraduate,0.8438356164383561,1
271,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,271.0,0,1,1,1,2,0,0,0.0,UCF,Tech,Undergraduate,0.7424657534246575,1
280,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7671232876712328,0
70,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,132.0,1,5,4,4,12,0,0,0.0,UCF,Tech,Grad/Other,0.1917808219178082,1
276,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,275.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7561643835616438,1
229,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.6273972602739726,0
281,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,281.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7698630136986301,1
266,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,909.0,0,4,1,1,15,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
265,1,1,1,1,0,1.0,0.0,1,9.0,1,0,1,264.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.726027397260274,1
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,265.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,497.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,265.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,941.0,0,0,0,0,12,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,970.0,0,0,0,0,10,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,1372.0,0,0,0,0,1,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
56,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,439.0,0,0,0,0,7,0,0,0.0,UCF,Tech,Undergraduate,0.15342465753424658,0
308,4,4,1,4,0,1.0,0.0,0,9.084256095825644,0,1,1,792.0,0,0,0,0,6,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
308,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,0
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,978.0,0,1,1,1,0,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
261,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,260.0,0,2,2,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7150684931506849,1
265,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,402.0,0,0,0,0,9,0,0,0.0,UCF,Tech,Undergraduate,0.726027397260274,0
266,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,308.0,0,69,24,9,8,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
258,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,1,1,783.0,1,318,94,6,13,0,0,0.0,UCF,Tech,Undergraduate,0.7068493150684931,1
264,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,263.0,0,2,1,2,2,0,0,0.0,UCF,Tech,Undergraduate,0.7232876712328767,1
264,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,263.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7232876712328767,0
264,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1179.0,0,4,1,1,7,0,0,0.0,UCF,Tech,Undergraduate,0.7232876712328767,1
260,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,260.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7123287671232876,1
286,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,833.0,0,2,2,2,4,0,0,0.0,UCF,Tech,Undergraduate,0.7835616438356164,1
266,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,278.0,0,4,3,2,8,0,0,0.0,UCF,Tech,Undergraduate,0.7287671232876712,1
258,6,6,3,5,0,0.8333333333333334,0.0,0,9.084256095825644,0,0,1,263.0,0,35,3,4,9,0,1,0.16666666666666666,UCF,Tech,Undergraduate,0.7068493150684931,1
258,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,257.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.7068493150684931,1
258,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,444.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.7068493150684931,0
26,1,1,1,1,0,1.0,0.0,0,9.084256095825644,0,0,1,42.0,0,1,1,1,14,0,0,0.0,UCF,Tech,Undergraduate,0.07123287671232877,1
308,2,2,1,2,0,1.0,0.0,0,9.084256095825644,0,0,1,797.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
257,7,7,3,3,1,0.42857142857142855,0.14285714285714285,0,9.084256095825644,0,1,1,658.0,0,1,1,1,16,0,3,0.42857142857142855,UCF,Tech,Undergraduate,0.7041095890410959,1
308,3,3,1,3,0,1.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.8438356164383561,0
257,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,449.0,0,48,11,4,1,0,0,0.0,UCF,Tech,Undergraduate,0.7041095890410959,1
257,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,1,1.0,UCF,Tech,Undergraduate,0.7041095890410959,0
240,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,1,1,747.0,0,0,0,0,8,0,0,0.0,UCF,Tech,Undergraduate,0.6575342465753424,0
257,1,1,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,438.0,0,2,2,2,6,0,1,1.0,UCF,Tech,Grad/Other,0.7041095890410959,1
298,2,2,1,0,0,0.0,0.0,0,9.084256095825644,0,0,1,1609.0,0,20,14,2,2,0,2,1.0,UCF,Tech,Grad/Other,0.8164383561643835,1
251,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,250.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.6876712328767123,1
255,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.6986301369863014,0
254,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.6958904109589041,0
252,1,1,1,0,1,0.0,1.0,0,9.084256095825644,0,0,1,251.0,0,1,1,1,1,0,0,0.0,UCF,Tech,Undergraduate,0.6904109589041096,1
243,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,1,242.0,0,1,1,1,1,0,0,0.0,Other,Tech,Undergraduate,0.6657534246575343,1
252,0,0,0,0,0,0.0,0.0,0,9.084256095825644,0,0,0,-1.0,0,0,0,0,0,0,0,0.0,UCF,Tech,Undergraduate,0.6904109589041096,0
